timestamp,FSR1,FSR2,FSR3,FSR4
0.050305142000000004,0.0,0.0,0.0,0.0
0.10064584700000001,0.0,0.0,0.0,0.0
0.150265497,0.0,0.0,0.0,0.0
0.200698598,0.0,0.0,0.01,0.0
0.25061493500000004,0.0,0.0,0.0,0.0
0.300680757,0.0,0.0,0.0,0.0
0.350661141,0.0,0.0,0.0,0.0
0.40036503500000004,0.0,0.0,0.0,0.0
0.450220697,0.0,0.0,0.0,0.0
0.5006665570000001,0.0,0.0,0.0,0.0
0.550641605,0.0,0.0,0.0,0.0
0.600304834,0.0,0.0,0.0,0.0
0.6502404660000001,0.0,0.0,0.01,0.0
0.700629555,0.0,0.0,0.0,0.0
0.750388697,0.0,0.0,0.0,0.0
0.8005668560000001,0.0,0.0,0.0,0.0
0.850656457,0.0,0.0,0.0,0.0
0.900238881,0.0,0.0,0.0,0.0
0.9505908160000001,0.0,0.0,0.0,0.0
1.0002702490000002,0.0,0.0,0.0,0.0
1.0506964,0.0,0.0,0.01,0.0
1.1002362,0.0,0.0,0.0,0.0
1.150357274,0.0,0.0,0.0,0.0
1.2006046400000001,0.0,0.0,0.0,0.0
1.2506030490000002,0.0,0.0,0.01,0.0
1.3002609600000001,0.0,0.0,0.0,0.0
1.3502625140000002,0.0,0.0,0.0,0.0
1.4001561370000002,0.0,0.0,0.01,0.0
1.4502337630000002,0.0,0.0,0.0,0.0
1.5002991060000002,0.0,0.0,0.0,0.0
1.5503339360000001,0.0,0.0,0.0,0.0
1.6002786960000002,0.0,0.0,0.01,0.0
1.6502753920000002,0.0,0.0,0.0,0.0
1.700670289,0.0,0.0,0.0,0.0
1.7506774500000002,0.0,0.0,0.01,0.0
1.8003270420000002,0.0,0.0,0.0,0.0
1.8506753180000002,0.0,0.0,0.0,0.0
1.9002867090000002,0.0,0.0,0.0,0.0
1.9506553640000002,0.0,0.0,0.0,0.0
2.0006270710000003,0.0,0.0,0.0,0.0
2.0506812780000003,0.0,0.0,0.0,0.0
2.100285284,0.0,0.0,0.0,0.0
2.150226635,0.0,0.0,0.0,0.0
2.200267424,0.0,0.0,0.0,0.0
2.250659529,0.0,0.0,0.0,0.0
2.30069948,0.0,0.0,0.0,0.0
2.350625087,0.0,0.0,0.0,0.0
2.400386339,0.0,0.0,0.0,0.0
2.45029509,0.0,0.0,0.01,0.0
2.500240074,0.0,0.0,0.01,0.0
2.5506665920000002,0.0,0.0,0.0,0.0
2.6006350940000003,0.0,0.0,0.0,0.0
