timestamp,FSR1
0.0012002850000000002,0.0
0.005448504000000001,0.0
0.00609261,0.0
0.007196358000000001,0.0
0.008329258,0.0
0.009108743,0.0
0.010029515000000001,0.0
0.011149218,0.0
0.012027769,0.0
0.013294997000000001,0.0
0.014160240000000001,0.01
0.015114888000000002,0.0
0.016236654,0.01
0.017027584000000002,0.0
0.018285175,0.0
0.019031082,0.0
0.020027529000000002,0.0
0.021169975,0.0
0.022028305,0.0
0.023157192,0.0
0.024027902,0.0
0.025172637,0.01
0.026030396,0.0
0.027038187,0.0
0.028162678000000003,0.0
0.029028007,0.0
0.030169915000000002,0.0
0.031030093,0.0
0.032168326000000004,0.0
0.033082823000000004,0.0
0.034216505,0.0
0.035049691,0.0
0.036027822,0.0
0.037091091,0.0
0.038123089000000006,0.0
0.039081808,0.0
0.040060169,0.0
0.041028599000000006,0.0
0.042256699,0.0
0.043081483000000004,0.01
0.044092049,0.0
0.045084207,0.0
0.046285704000000004,0.0
0.047161973,0.0
0.048027269000000004,0.0
0.049281904,0.0
0.050027038,0.0
0.051224611,0.01
0.052129838000000005,0.0
0.053029236,0.0
0.054288632,0.0
0.055028629,0.01
0.05612893,0.0
0.057027633,0.0
0.058237078000000005,0.0
0.05912887000000001,0.0
0.060030997,0.01
0.061299838,0.0
0.062028615,0.0
0.06321557600000001,0.0
0.064033035,0.0
0.06504106200000001,0.0
0.066240486,0.0
0.067033649,0.0
0.068174593,0.0
0.069171356,0.0
0.07011312,0.0
0.071069827,0.0
0.072254317,0.0
0.073281389,0.0
0.074028087,0.0
0.075287226,0.0
0.07609025300000001,0.0
0.07713296500000001,0.0
0.078155583,0.0
0.07929867900000001,0.0
0.080115962,0.0
0.081140052,0.0
0.08203220600000001,0.0
0.08303076000000001,0.0
0.084112909,0.0
0.085030037,0.0
0.086127121,0.0
0.087029804,0.0
0.088029361,0.0
0.089135935,0.01
0.09002855300000001,0.01
0.091159875,0.01
0.092028807,0.0
0.093163852,0.0
0.094028836,0.0
0.095109441,0.0
0.096125764,0.0
0.09702883600000001,0.01
0.09815873100000001,0.01
0.099029263,0.01
0.10016838800000001,0.0
0.10128569800000001,0.0
0.102159207,0.0
0.103037236,0.0
0.10402979500000001,0.0
0.105028881,0.0
0.106130051,0.0
0.10712579100000001,0.0
0.108130391,0.0
0.109130825,0.0
0.11002875100000001,0.0
0.111126848,0.0
0.112302573,0.0
0.11312817800000001,0.0
0.114029185,0.0
0.11519391500000001,0.0
0.116129697,0.01
0.117097588,0.0
0.11828648300000001,0.0
0.119297393,0.0
0.120152773,0.0
0.12102849,0.0
0.12228602100000001,0.0
0.12305143,0.0
0.12415709100000001,0.0
0.125284128,0.0
0.126046397,0.0
0.127106162,0.0
0.128167418,0.0
0.12912315500000002,0.0
0.130151818,0.0
0.131069698,0.0
0.132147796,0.0
0.13302745600000002,0.0
0.13430223600000002,0.0
0.13517426000000002,0.0
0.13628980200000002,0.0
0.13716699100000002,0.0
0.138082809,0.0
0.139162154,0.0
0.140029347,0.0
0.14116404200000002,0.0
0.142028753,0.0
0.143028234,0.0
0.144170566,0.0
0.14502694500000002,0.0
0.14616124500000002,0.0
0.147027075,0.0
0.148156734,0.0
0.14907093000000002,0.0
0.15003138600000002,0.0
0.151162767,0.0
0.152028311,0.0
0.15313173300000002,0.0
0.154028927,0.0
