timestamp,FSR1,FSR2,FSR3,FSR4
0.050664275,0.0,0.0,0.01,0.0
0.10065562400000001,0.0,0.0,0.01,0.0
0.15063731,0.0,0.0,0.0,0.0
0.20066012100000002,0.0,0.0,0.0,0.0
0.25056590900000003,0.0,0.0,0.0,0.0
0.30071716200000004,0.01,0.0,0.0,0.0
0.35067911300000004,0.0,0.0,0.0,0.0
0.400668049,0.0,0.0,0.0,0.0
0.45068611300000005,0.0,0.0,0.0,0.0
0.500665761,0.0,0.0,0.0,0.0
0.550658807,0.0,0.0,0.0,0.0
0.600631028,0.0,0.0,0.0,0.0
0.6506148030000001,0.0,0.0,0.0,0.0
0.700601883,0.0,0.0,0.0,0.0
0.7506392310000001,0.0,0.0,0.0,0.0
0.8006692400000001,0.0,0.0,0.0,0.0
0.850442448,0.0,0.0,0.0,0.0
0.900603346,0.0,0.0,0.0,0.0
0.950711591,0.0,0.0,0.0,0.0
1.000607502,0.0,0.0,0.0,0.0
1.050701281,0.0,0.0,0.0,0.0
1.100249367,0.0,0.0,0.0,0.0
1.1506468570000001,0.0,0.0,0.0,0.0
1.2006950470000002,0.0,0.0,0.0,0.0
1.250658188,0.0,0.0,0.0,0.0
1.300687214,0.0,0.0,0.0,0.0
1.350658833,0.0,0.0,0.0,0.0
1.400886046,0.0,0.0,0.0,0.0
1.450231532,0.0,0.0,0.0,0.0
1.5002219360000002,0.0,0.0,0.0,0.0
1.5506228670000002,0.0,0.0,0.0,0.0
1.6006626990000001,0.0,0.0,0.01,0.0
1.650514763,0.0,0.0,0.0,0.0
1.7006886710000002,0.0,0.0,0.0,0.0
1.750533469,0.0,0.0,0.0,0.0
1.800593246,0.0,0.0,0.01,0.0
1.850686209,0.0,0.0,0.0,0.0
1.900632772,0.0,0.0,0.0,0.0
1.9503366990000002,0.0,0.0,0.0,0.0
2.0002806900000003,0.0,0.0,0.0,0.0
2.0506541250000003,0.0,0.0,0.0,0.0
2.100675321,0.0,0.0,0.01,0.0
2.150617802,0.0,0.67,0.0,0.0
2.2006598960000003,0.0,1.13,0.01,0.0
2.250594155,0.0,1.61,0.75,0.0
2.300653305,0.0,2.0,2.46,0.0
2.350600979,0.0,2.13,2.95,0.0
2.400648125,0.0,2.32,3.07,0.0
2.450632278,0.0,2.46,3.12,0.0
2.500615222,0.0,2.54,3.14,0.0
2.5507495110000002,0.0,2.59,3.15,0.0
2.600603437,0.0,2.63,3.15,0.0
2.6506644230000003,0.0,2.66,3.16,0.0
2.700656561,0.0,2.69,3.16,0.0
2.7506307640000003,0.0,2.7,3.17,0.0
2.8006449030000002,0.0,2.72,3.17,0.0
2.85062148,0.0,2.71,3.17,0.0
2.900599878,0.0,2.74,3.18,0.0
2.9504011460000004,0.0,2.73,3.17,0.0
3.000321678,0.0,2.75,3.18,0.0
3.050485075,0.0,2.76,3.18,0.0
3.1005422260000004,0.0,2.78,3.18,0.0
3.15061112,0.0,2.8,3.19,0.0
3.200614845,0.0,2.8,3.19,0.0
3.25069688,0.0,2.8,3.19,0.0
3.3006723900000003,0.0,2.81,3.2,0.0
3.3506525500000004,0.0,2.82,3.19,0.0
3.4006359170000002,0.0,2.83,3.2,0.0
3.4506057890000004,0.0,2.83,3.2,0.0
3.5005869670000003,0.0,2.83,3.2,0.0
3.5506040010000004,0.0,2.83,3.2,0.0
3.6006856660000004,0.0,2.83,3.2,0.0
3.650499157,0.0,2.78,3.19,0.0
3.7006619460000003,0.0,2.74,3.19,0.0
3.7504533220000003,0.0,2.78,3.19,0.0
3.8006880720000003,0.0,2.78,3.19,0.0
3.8506110220000003,0.0,2.77,3.19,0.0
3.900667782,0.0,2.75,3.19,0.0
3.9505946830000003,0.0,2.75,3.19,0.0
4.000606090000001,0.0,2.75,3.19,0.0
4.050595110000001,0.0,2.75,3.19,0.0
4.100652823,0.0,2.74,3.18,0.0
4.150653236,0.0,2.74,3.18,0.0
4.200701038,0.0,2.74,3.18,0.0
4.250651056000001,0.0,2.7,3.17,0.0
4.3006419330000005,0.0,2.63,3.16,0.0
4.3506204770000005,0.0,2.61,3.15,0.0
4.4006529510000005,0.0,2.61,3.13,0.0
4.450627702,0.0,2.48,3.1,0.0
4.500696726,0.0,2.26,3.0,0.0
4.550635684,0.0,2.15,2.71,0.0
4.600687096000001,0.0,2.14,1.44,0.0
4.650605038,0.0,2.16,0.01,0.0
4.700685496,0.0,1.95,0.01,0.0
4.750659549,0.0,1.74,0.01,0.0
4.800661712,0.0,1.56,0.01,0.0
4.850621544,0.0,1.13,0.0,0.0
4.900590664,0.0,0.71,0.01,0.0
4.950825666,0.0,0.33,0.0,0.0
5.0006511510000005,0.0,0.32,0.0,0.0
5.050648388,0.0,0.0,0.0,0.0
5.100727012,0.0,0.0,0.01,0.0
5.150648062,0.0,0.0,0.0,0.0
5.2006401,0.0,0.0,0.0,0.0
5.250420044,0.0,0.0,0.0,0.0
5.30064257,0.0,0.0,0.01,0.0
5.350643895,0.0,0.0,0.0,0.0
5.400578325000001,0.0,0.0,0.01,0.0
5.450414123000001,0.0,0.0,0.0,0.0
5.500648871,0.0,0.0,0.01,0.0
5.550392523,0.0,0.0,0.0,0.0
5.60064758,0.0,0.0,0.0,0.0
5.6506203290000006,0.0,0.0,0.0,0.0
5.7006307320000005,0.0,0.0,0.0,0.0
5.75043296,0.0,0.0,0.0,0.0
5.800522320000001,0.0,0.0,0.0,0.0
5.850556742,0.0,0.0,0.0,0.0
5.9003580520000005,0.0,0.0,0.01,0.0
5.950499199,0.0,0.0,0.0,0.0
